name,url,language,stars,description
"ZJU-DAILY/SimRN","https://github.com/ZJU-DAILY/SimRN","Python",106,"[VLDB 2025] SimRN: Trajectory Similarity Learning in Road Networks based on Distributed Deep Reinfor"
"ros2/sros2","https://github.com/ros2/sros2","Python",105,"tools to generate and distribute keys for SROS 2"
"julien6387/supvisors","https://github.com/julien6387/supvisors","Python",102,"Supvisors: A Control System for Distributed Applications"
"ORNL/HydraGNN","https://github.com/ORNL/HydraGNN","Python",101,"Distributed PyTorch implementation of multi-headed graph convolutional neural networks"
"rmayr/dvcs-autosync","https://github.com/rmayr/dvcs-autosync","Python",98,"dvcs-autosync is a project to create an open source replacement for Dropbox/Wuala/Box.net/etc. based"
"auto-pi-lot/autopilot","https://github.com/auto-pi-lot/autopilot","Python",95,"Distributed behavioral experiments"
"Jwoo5/ecg-qa","https://github.com/Jwoo5/ecg-qa","Python",95,"Official repository for distributing ECG-QA dataset"
"gpauloski/kfac-pytorch","https://github.com/gpauloski/kfac-pytorch","Python",94,"Distributed K-FAC preconditioner for PyTorch"
"exo-explore/gym","https://github.com/exo-explore/gym","Python",94,"EXO Gym is an open-source Python toolkit that facilitates distributed AI research. "
"ebiose-ai/ebiose","https://github.com/ebiose-ai/ebiose","Python",94,"Ebiose is a distributed artificial intelligence factory, an open source project from the Inria’s inc"
"actinia-org/actinia-core","https://github.com/actinia-org/actinia-core","Python",94,"Actinia Core is an open source REST API for scalable, distributed, high performance processing of ge"
"pytest-dev/execnet","https://github.com/pytest-dev/execnet","Python",93,"distributed Python deployment and communication"
"uqfoundation/ppft","https://github.com/uqfoundation/ppft","Python",93,"distributed and parallel Python"
"Modalities/modalities","https://github.com/Modalities/modalities","Python",93,"Modalities, a PyTorch-native framework for distributed and reproducible foundation model training."
"chrisguidry/docket","https://github.com/chrisguidry/docket","Python",93,"docket is a distributed background task system for Python"
"DistAlgo/distalgo","https://github.com/DistAlgo/distalgo","Python",92,"This is the Python implementation of DistAlgo, a language for distributed algorithms."
"AegisIK/DistMLIP","https://github.com/AegisIK/DistMLIP","Python",92,"DistMLIP: A Distributed Inference Library for Fast, Large Scale Atomistic Simulation"
"traceopt-ai/traceml","https://github.com/traceopt-ai/traceml","Python",90,"Lightweight real-time observability for distributed PyTorch training."
"DataDog/sketches-py","https://github.com/DataDog/sketches-py","Python",89,"Python implementations of the distributed quantile sketch algorithm DDSketch"
"DragonHPC/dragon","https://github.com/DragonHPC/dragon","Python",87,"Dragon distributed runtime for HPC and AI applications and workflows"
"EzyGang/py-cachify","https://github.com/EzyGang/py-cachify","Python",87,"Caching and distributed locks in your applications with just one or two lines. Easy to learn. Fast t"
"radical-cybertools/radical.saga","https://github.com/radical-cybertools/radical.saga","Python",84,"A Light-Weight Access Layer for Distributed Computing Infrastructure and Reference Implementation of"
"OpenSQZ/MegatronApp","https://github.com/OpenSQZ/MegatronApp","Python",84,"Toolchain built around the Megatron-LM for Distributed Training"
"dnaeon/py-vpoller","https://github.com/dnaeon/py-vpoller","Python",83,"Distributed vSphere API Proxy"
"electronicarts/ava-capture","https://github.com/electronicarts/ava-capture","Python",83,"Ava Capture is a distributed system to control and record several cameras from a central UI. This sy"
"Capt-Lappland/VortexDock","https://github.com/Capt-Lappland/VortexDock","Python",82,"VortexDock is a Python-based distributed molecular docking system, supports parallel computation acr"
"AsyncFlow-Sim/AsyncFlow","https://github.com/AsyncFlow-Sim/AsyncFlow","Python",79,"Scenario-driven simulator for async distributed systems: declare topologies, run simulations, measur"
"hashtopolis/agent-python","https://github.com/hashtopolis/agent-python","Python",78,"Official python agent for using the distributed hashcracker Hashtopolis"
"fake-name/AutoTriever","https://github.com/fake-name/AutoTriever","Python",78,"Remote client for distributed automated HTTP(s) content fetching."
"robo-arena/roboarena","https://github.com/robo-arena/roboarena","Python",76,"Distributed, scalable benchmarking of generalist robot policies."
"rippleFCL/meshmon","https://github.com/rippleFCL/meshmon","Python",74,"Distributed monitoring ting"
"Attumm/redis-dict","https://github.com/Attumm/redis-dict","Python",74,"Python dictionary with Redis as backend, built for large datasets. Simplifies Redis operations for l"
"neuralinternet/SN27","https://github.com/neuralinternet/SN27","Python",73,"Verifiable distributed supercomputing"
"NatLabRockies/dgen","https://github.com/NatLabRockies/dgen","Python",72,"The Distributed Generation Market Demand (dGen) model simulates customer adoption of distributed ene"
"marekjm/issue","https://github.com/marekjm/issue","Python",72,"Simple, distributed, command-line issue tracker"
"youliangtan/agentlace","https://github.com/youliangtan/agentlace","Python",72,"Connect agent policies for distributed ML applications"
"NixOS/nix-security-tracker","https://github.com/NixOS/nix-security-tracker","Python",71,"Web service for managing information on vulnerabilities in software distributed through Nixpkgs"
"NoteDance/Note","https://github.com/NoteDance/Note","Python",70,"Machine learning library, Distributed training, Deep learning, Reinforcement learning, Models, Tenso"
"mfoud444/ollamafreeapi","https://github.com/mfoud444/ollamafreeapi","Python",70,"OllamaFreeAPI: Free Distributed API for Ollama LLMs  Public gateway to our managed Ollama servers wi"
"instana/python-sensor","https://github.com/instana/python-sensor","Python",69,":snake: Python Distributed Tracing & Metrics Sensor for Instana "
"edson-acordi/4bit-microcomputer","https://github.com/edson-acordi/4bit-microcomputer","Python",69,"MikroLeo project files (schematic, PCB, assembler, emulator/debugger, circuit simulation file, docum"
"epri-dev/OpenDER","https://github.com/epri-dev/OpenDER","Python",68,"Open-source Distributed Energy Resources (DER) Model that represents IEEE Standard 1547-2018 require"
"Independent-AI-Labs/local-super-agents","https://github.com/Independent-AI-Labs/local-super-agents","Python",68,"Privacy-first agentic framework with powerful reasoning & task automation capabilities. Natively dis"
"open-dis/open-dis-python","https://github.com/open-dis/open-dis-python","Python",67,"Python  implementation of the IEEE-1278.1 Distributed Interactive Simulation (DIS) application proto"
"1231234zhan/mmlphuman","https://github.com/1231234zhan/mmlphuman","Python",67,"[CVPR 2025 Highlight] Real-time High-fidelity Gaussian Human Avatars with Position-based Interpolati"
"DAS4Whales/DAS4Whales","https://github.com/DAS4Whales/DAS4Whales","Python",66,"Python library to analyze Distributed Acoustic Sensing (DAS) data for marine bioacoustics"
"flyteorg/flyte-sdk","https://github.com/flyteorg/flyte-sdk","Python",66,"Type-safe, distributed orchestration of agents, ML pipelines, and real-time inference — in pure Pyth"
"Kicksecure/sdwdate","https://github.com/Kicksecure/sdwdate","Python",66,"Secure Distributed Web Date; privacy, anonymity and Tor friendly; console time fetcher and daemon; o"
"kubeflow/sdk","https://github.com/kubeflow/sdk","Python",66,"Universal Python SDK to run AI workloads on Kubernetes"
"Aleph-Alpha-Research/scaling","https://github.com/Aleph-Alpha-Research/scaling","Python",66,"Scaling is a distributed training library and installable dependency designed to scale up neural net"
"abo123456789/leek","https://github.com/abo123456789/leek","Python",65,"Distributed task redisqueue(最简单python分布式函数调度框架)"
"HaukeThiessen/Mip-Explorer","https://github.com/HaukeThiessen/Mip-Explorer","Python",65,"A tool to display how texture information is distributed between mips, using a Laplacian Pyramid"
"aws-neuron/neuronx-distributed","https://github.com/aws-neuron/neuronx-distributed","Python",64,""
"xdas-dev/xdas","https://github.com/xdas-dev/xdas","Python",63,"Python framework for Distributed Acoustic Sensing (DAS)."
"SleepySoft/History","https://github.com/SleepySoft/History","Python",63,"A distributed and open history memo"
"DiTo97/deepagents-backends","https://github.com/DiTo97/deepagents-backends","Python",63,"S3 and PostgreSQL remote storage backends for LangChain Deep Agents, enabling persistent and distrib"
"GoogleCloudPlatform/gke-tracing-demo","https://github.com/GoogleCloudPlatform/gke-tracing-demo","Python",62," This project introduces you to Stackdriver's tracing feature, and provides a distributed tracing ex"
"meta-pytorch/torchstore","https://github.com/meta-pytorch/torchstore","Python",61,"A storage solution for PyTorch tensors with distributed tensor support."
"ao-space/ao.space","https://github.com/ao-space/ao.space","Python",61,"AO.space is focused on protecting personal data ownership and creating a truly personal owned digita"
"Insutanto/scrapy-distributed","https://github.com/Insutanto/scrapy-distributed","Python",60,"A series of distributed components for Scrapy. Including RabbitMQ-based components, Kafka-based comp"
"Pyscodes-pro/FSOCIETY-DDOS","https://github.com/Pyscodes-pro/FSOCIETY-DDOS","Python",59,"Fsociety DDoS GUI adalah alat serangan **DDoS (Distributed Denial of Service)** berbasis **Python + "
"pocokhc/simple_distributed_rl","https://github.com/pocokhc/simple_distributed_rl","Python",58,"Simple Distributed Reinforcement Learning Framework（シンプルな分散強化学習フレームワーク）"
"firstbatchxyz/dnet","https://github.com/firstbatchxyz/dnet","Python",58,"Distributed LLM Inference for Apple Silicon Clusters"
"wayfair-incubator/dagger","https://github.com/wayfair-incubator/dagger","Python",58,"A simple Python-based distributed workflow engine"
"apache/cassandra-dtest","https://github.com/apache/cassandra-dtest","Python",56,"Distributed tests for Apache Cassandra®"
"Kiven-ykw/DHDRL","https://github.com/Kiven-ykw/DHDRL","Python",56,"Distributed Two-tier DRL Framework for Cell-Free Network: Association, Beamforming and Power Allocat"
"w3c/baggage","https://github.com/w3c/baggage","Python",55,"Propagation format for distributed context: Baggage"
"AlibabaPAI/torchacc","https://github.com/AlibabaPAI/torchacc","Python",55,"PyTorch distributed training acceleration framework"
"ci-lab-cz/easydock","https://github.com/ci-lab-cz/easydock","Python",55,"Fully automated docking pipeline (can be run in distributed environments)"
"seung-lab/chunkflow","https://github.com/seung-lab/chunkflow","Python",55,"Compose chunk operators to create a pipeline for local or distributed petabyte-scale computation"
"shankar0123/network-observability-platform","https://github.com/shankar0123/network-observability-platform","Python",55,"This project provides a distributed system for synthetic network monitoring and BGP analysis, inspir"
"wiremind/remoulade","https://github.com/wiremind/remoulade","Python",53,"A fast and reliable distributed task processing library for Python 3."
"gty111/gLLM","https://github.com/gty111/gLLM","Python",53,"gLLM: Global Balanced Pipeline Parallelism System for Distributed LLM Serving with Token Throttling"
"nvidia-cosmos/cosmos-xenna","https://github.com/nvidia-cosmos/cosmos-xenna","Python",52,"Python library for building and running distributed data pipelines using Ray"
"bsc-wdc/dislib","https://github.com/bsc-wdc/dislib","Python",51,"The Distributed Computing library for python implemented using PyCOMPSs programming model for HPC."
"pingcap/docs-tidb-operator","https://github.com/pingcap/docs-tidb-operator","Python",51,"Documentation for TiDB on Kubernetes. TiDB is an open-source, cloud-native, distributed, MySQL-Compa"
"leondavi/NErlNet","https://github.com/leondavi/NErlNet","Python",51,"Nerlnet is a framework for research and development of distributed machine learning models on IoT"
"junfanz1/MoE-Mixture-of-Experts-in-PyTorch","https://github.com/junfanz1/MoE-Mixture-of-Experts-in-PyTorch","Python",51,"Implementations of a Mixture-of-Experts (MoE) architecture designed for research on large language m"
"rqlite/sqlalchemy-rqlite","https://github.com/rqlite/sqlalchemy-rqlite","Python",50,"sqlalchemy dialect for rqlite, the lightweight, distributed database built on SQLite. "
"Vonng/ddia","https://github.com/Vonng/ddia","Python",22552,"《Designing Data-Intensive Application》DDIA 第一版 / 第二版 中文翻译"
"ag2ai/faststream","https://github.com/ag2ai/faststream","Python",4922,"FastStream is a powerful and easy-to-use asynchronous Python framework for building asynchronous ser"
"MilesCranmer/PySR","https://github.com/MilesCranmer/PySR","Python",3339,"High-Performance Symbolic Regression in Python and Julia"
"learning-at-home/hivemind","https://github.com/learning-at-home/hivemind","Python",2363,"Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the "
"faust-streaming/faust","https://github.com/faust-streaming/faust","Python",1860,"Python Stream Processing. A Faust fork"
"pyeventsourcing/eventsourcing","https://github.com/pyeventsourcing/eventsourcing","Python",1627,"A library for event sourcing in Python."
"google/vizier","https://github.com/google/vizier","Python",1625,"Python-based research interface for blackbox and hyperparameter optimization, based on the internal "
"xorbitsai/xorbits","https://github.com/xorbitsai/xorbits","Python",1203,"Scalable Python DS & ML, in an API compatible & lightning fast way."
"bakwc/PySyncObj","https://github.com/bakwc/PySyncObj","Python",748,"A library for replicating your python class between multiple servers, based on raft protocol"
"Eqraatech/Software-Engineering-In-Arabic","https://github.com/Eqraatech/Software-Engineering-In-Arabic","Python",688,"محتوى تقني متميز في مختلف مجالات هندسة البرمجيات عن طريق تبسيط المفاهيم البرمجية المعقدة بشكل سلس وب"
"meta-pytorch/torchft","https://github.com/meta-pytorch/torchft","Python",473,"Fault tolerance for PyTorch (HSDP, LocalSGD, DiLoCo, Streaming DiLoCo)"
"yzhao062/SUOD","https://github.com/yzhao062/SUOD","Python",392,"(MLSys' 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Ano"
"irmen/Pyro5","https://github.com/irmen/Pyro5","Python",375,"Pyro 5  - Python remote objects"
"thespianpy/Thespian","https://github.com/thespianpy/Thespian","Python",349,"Python Actor concurrency library"
"openpsi-project/ReaLHF","https://github.com/openpsi-project/ReaLHF","Python",331,"Super-Efficient RLHF Training of LLMs with Parameter Reallocation"
"rucio/rucio","https://github.com/rucio/rucio","Python",288,"Rucio - Scientific Data Management"
"openzim/zimfarm","https://github.com/openzim/zimfarm","Python",187,"Farm operated by bots to grow and harvest new zim files"
"exospherehost/runtime","https://github.com/exospherehost/runtime","Python",179,"Runtime for building and managing AI agents and Workflows. Easy to learn, fast to build, High Perfor"
"lishenghui/blades","https://github.com/lishenghui/blades","Python",155,"⚔️ Blades: A Unified Benchmark Suite for Attacks and Defenses in Federated Learning"
"akhundMurad/typeid-python","https://github.com/akhundMurad/typeid-python","Python",141,"Python implementation of TypeIDs: type-safe, K-sortable, and globally unique identifiers inspired by"
"ai-decentralized/BloomBee","https://github.com/ai-decentralized/BloomBee","Python",108,"Decentralized LLMs fine-tuning and inference with offloading"
"chris-piekarski/python-json-socket","https://github.com/chris-piekarski/python-json-socket","Python",57,"JSON messaging based socket interface with multi-threaded server and client"
"eZWALT/eZAutoML","https://github.com/eZWALT/eZAutoML","Python",53,"A Democratized, lightweight and modern framework for Python Automated Machine Learning"
"gin-gonic/gin","https://github.com/gin-gonic/gin","Go",87854,"Gin is a high-performance HTTP web framework written in Go. It provides a Martini-like API but with "
"traefik/traefik","https://github.com/traefik/traefik","Go",61360,"The Cloud Native Application Proxy"
"istio/istio","https://github.com/istio/istio","Go",37888,"Connect, secure, control, and observe services."
"zeromicro/go-zero","https://github.com/zeromicro/go-zero","Go",32549,"A cloud-native Go microservices framework with cli tool for productivity."
"labstack/echo","https://github.com/labstack/echo","Go",32112,"High performance, minimalist Go web framework"
"dapr/dapr","https://github.com/dapr/dapr","Go",25460,"Dapr is a portable runtime for building distributed applications across cloud and edge, combining ev"
"go-kratos/kratos","https://github.com/go-kratos/kratos","Go",25405,"Your ultimate Go microservices framework for the cloud-native era."
"micro/go-micro","https://github.com/micro/go-micro","Go",22690,"A Go microservices framework"
"GoogleCloudPlatform/microservices-demo","https://github.com/GoogleCloudPlatform/microservices-demo","Go",19708,"Sample cloud-first application with 10 microservices showcasing Kubernetes, Istio, and gRPC."
"hashicorp/nomad","https://github.com/hashicorp/nomad","Go",16147,"Nomad is an easy-to-use, flexible, and performant workload orchestrator that can deploy a mix of mic"
"gofr-dev/gofr","https://github.com/gofr-dev/gofr","Go",15760,"An opinionated GoLang framework for accelerated microservice development. Built in support for datab"
"gogf/gf","https://github.com/gogf/gf","Go",13019,"A powerful framework for faster, easier, and more efficient project development."
"kubeshark/kubeshark","https://github.com/kubeshark/kubeshark","Go",11760,"API traffic analyzer for Kubernetes, providing deep packet inspection with complete API and Kubernet"
"dtm-labs/dtm","https://github.com/dtm-labs/dtm","Go",10809,"A distributed transaction framework, supports workflow, saga, tcc, xa, 2-phase message, outbox patte"
"imgproxy/imgproxy","https://github.com/imgproxy/imgproxy","Go",10334,"Fast and secure standalone server for resizing, processing, and converting images on the fly"
"tilt-dev/tilt","https://github.com/tilt-dev/tilt","Go",9389,"Define your dev environment as code. For microservice apps on Kubernetes."
"smallnest/rpcx","https://github.com/smallnest/rpcx","Go",8282,"Best microservices framework in Go, like alibaba Dubbo, but with more features, Scale easily. Try it"
"coroot/coroot","https://github.com/coroot/coroot","Go",7357,"Coroot is an open-source observability and APM tool with AI-powered Root Cause Analysis. It combines"
"luraproject/lura","https://github.com/luraproject/lura","Go",6724,"Ultra performant API Gateway with middlewares. A project hosted at The Linux Foundation"
"chaosblade-io/chaosblade","https://github.com/chaosblade-io/chaosblade","Go",6288,"An easy to use and powerful chaos engineering experiment toolkit.（阿里巴巴开源的一款简单易用、功能强大的混沌实验注入工具）"
"h2non/imaginary","https://github.com/h2non/imaginary","Go",6010,"Fast, simple, scalable, Docker-ready HTTP microservice for high-level image processing"
"easegress-io/easegress","https://github.com/easegress-io/easegress","Go",5866,"A Cloud Native traffic orchestration system"
"stefanprodan/podinfo","https://github.com/stefanprodan/podinfo","Go",5818,"Go microservice template for Kubernetes"
"TencentBlueKing/bk-cmdb","https://github.com/TencentBlueKing/bk-cmdb","Go",5659,"蓝鲸智云配置平台(BlueKing CMDB)"
"devspace-sh/devspace","https://github.com/devspace-sh/devspace","Go",4895,"DevSpace - The Fastest Developer Tool for Kubernetes ⚡ Automate your deployment workflow with DevSpa"
"douyu/jupiter","https://github.com/douyu/jupiter","Go",4572,"Jupiter: Governance-oriented Microservice Framework."
"goravel/goravel","https://github.com/goravel/goravel","Go",4412,"The full-featured Golang Development Framework skeleton"
"ergo-services/ergo","https://github.com/ergo-services/ergo","Go",4350,"An actor-based Framework with network transparency for creating event-driven architecture in Golang."
"sony/gobreaker","https://github.com/sony/gobreaker","Go",3506,"Circuit Breaker implemented in Go"
"TarsCloud/TarsGo","https://github.com/TarsCloud/TarsGo","Go",3371,"A  high performance microservice  framework  in golang. A linux foundation project."
"alexei-led/pumba","https://github.com/alexei-led/pumba","Go",2970,"Chaos testing, network emulation, and stress testing tool for containers"
"alibaba/sentinel-golang","https://github.com/alibaba/sentinel-golang","Go",2945,"Sentinel Go enables reliability and resiliency for Go microservices"
"yusing/godoxy","https://github.com/yusing/godoxy","Go",2786,"High-performance reverse proxy and container orchestrator for self-hosters"
"go-dev-frame/sponge","https://github.com/go-dev-frame/sponge","Go",2778,"A powerful and easy-to-use Go development framework that enables you to effortlessly build stable, r"
"erda-project/erda","https://github.com/erda-project/erda","Go",2740,"An enterprise-grade Cloud-Native application platform for Kubernetes."
"go-chassis/go-chassis","https://github.com/go-chassis/go-chassis","Go",2736,"a cloud native application framework for Go with rich eco-system"
"openflagr/flagr","https://github.com/openflagr/flagr","Go",2569,"Flagr is a feature flagging, A/B testing and dynamic configuration microservice"
"polarismesh/polaris","https://github.com/polarismesh/polaris","Go",2541,"Service Discovery and Governance Platform for Microservice and Distributed Architecture"
"krakend/krakend-ce","https://github.com/krakend/krakend-ce","Go",2523,"KrakenD Community Edition: High-performance, stateless, declarative, API Gateway written in Go."
"8treenet/freedom","https://github.com/8treenet/freedom","Go",2459,"Freedom是一个基于六边形架构的框架，可以支撑充血的领域模型范式。"
"ory/ladon","https://github.com/ory/ladon","Go",2456,"A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS I"
"go-eagle/eagle","https://github.com/go-eagle/eagle","Go",2416,"🦅 A Go framework for the API or Microservice"
"1backend/1backend","https://github.com/1backend/1backend","Go",2323,"Build AI (or any) apps with scalable microservices & microfrontends."
"suyuan32/simple-admin-core","https://github.com/suyuan32/simple-admin-core","Go",1982,"Simple Admin是一个基于Go Zero开发面向小型到大型项目的分布式微服务后端管理系统脚手架，提供丰富的后台管理功能，支持k8s快速部署，助力快速开发高并发微服务集群，适合学习和商用。Sim"
"authorizerdev/authorizer","https://github.com/authorizerdev/authorizer","Go",1943,"Your data, your control. Fully open source, authentication and authorization. No lock-ins.  Deployme"
"eolinker/apinto","https://github.com/eolinker/apinto","Go",1650,"基于golang开发的网关。具有各种插件，可以自行扩展，即插即用。此外，它可以快速帮助企业管理API服务，提高API服务的稳定性和安全性。"
"koordinator-sh/koordinator","https://github.com/koordinator-sh/koordinator","Go",1649,"A QoS-based scheduling system brings optimal layout and status to workloads such as microservices, w"
"nanovms/ops","https://github.com/nanovms/ops","Go",1457,"ops - build and run nanos unikernels"
"eko/monday","https://github.com/eko/monday","Go",1375,"⚡️ A dev tool for microservice developers to run local applications and/or forward others from/to Ku"
"MarioCarrion/todo-api-microservice-example","https://github.com/MarioCarrion/todo-api-microservice-example","Go",1326,"Go microservice tutorial project using Domain Driven Design and Onion Architecture!"
"unionj-cloud/go-doudou","https://github.com/unionj-cloud/go-doudou","Go",1206,"go-doudou（doudou pronounce /dəudəu/）is OpenAPI 3.0 (for REST) spec and Protobuf v3 (for grpc) based "
"mehdihadeli/go-food-delivery-microservices","https://github.com/mehdihadeli/go-food-delivery-microservices","Go",1078,"🍕 A practical food delivery microservices, built with Golang, Domain-Driven Design, CQRS, Event Sour"
"learning-cloud-native-go/myapp","https://github.com/learning-cloud-native-go/myapp","Go",1068,"🚀 Dockerized Go API application with DB migrations, GitOps and Kubernates Kustomize based CD"
"gotomicro/ego","https://github.com/gotomicro/ego","Go",988,"A simple and component-based microservice kit for go. 一个简单的基于组件的 Go 微服务套件。"
"mat/besticon","https://github.com/mat/besticon","Go",980,"Favicon service written in Go"
"AlexStocks/getty","https://github.com/AlexStocks/getty","Go",921,"a netty like asynchronous network I/O library based on tcp/udp/websocket; a bidirectional RPC framew"
"mosn/layotto","https://github.com/mosn/layotto","Go",853,"A fast and efficient cloud native application runtime"
"alexliesenfeld/health","https://github.com/alexliesenfeld/health","Go",828,"A simple and flexible health check library for Go."
"go-kratos/beer-shop","https://github.com/go-kratos/beer-shop","Go",813,"An online shop application, the complete microservices demo for kratos."
"gogearbox/gearbox","https://github.com/gogearbox/gearbox","Go",799,"Gearbox :gear: is a web framework written in Go with a focus on high performance"
"monzo/typhon","https://github.com/monzo/typhon","Go",780,"A wrapper around Go's net/http to provide safety and convenience. At Monzo, Typhon forms the basis o"
"stakater/IngressMonitorController","https://github.com/stakater/IngressMonitorController","Go",715,"A Kubernetes controller to watch ingresses and create liveness alerts for your apps/microservices in"
"kmesh-net/kmesh","https://github.com/kmesh-net/kmesh","Go",700,"High Performance ServiceMesh Data Plane Based on eBPF and Programmable Kernel"
"apache/servicecomb-mesher","https://github.com/apache/servicecomb-mesher","Go",689,"A high performance service mesh implementation written in go"
"gbrayhan/microservices-go","https://github.com/gbrayhan/microservices-go","Go",679,"Golang Microservice Boilerplate using PSQL, Docker and  Cucumber, API REST. Gin Go and GORM with pag"
"go-masonry/mortar","https://github.com/go-masonry/mortar","Go",676,"Mortar is a GO framework/library for building gRPC (and REST) web services."
"rasadov/EcommerceAPI","https://github.com/rasadov/EcommerceAPI","Go",663,"Modular e-commerce backend with a GraphQL gateway and gRPC microservices for accounts, products, ord"
"indeedeng/iwf","https://github.com/indeedeng/iwf","Go",628,"iWF is a Workflow-As-Code microservice orchestration platform offering an orchestration coding frame"
"micro-plat/hydra","https://github.com/micro-plat/hydra","Go",596,"后端一站式微服务框架，提供API、web、websocket，RPC、任务调度、消息消费服务器"
"hellofresh/health-go","https://github.com/hellofresh/health-go","Go",577,"Library to provide basic healthcheck functionality to Go applications."
"apache/dubbo-go-pixiu","https://github.com/apache/dubbo-go-pixiu","Go",528,"Based on the proxy gateway service of dubbo-go, it solves the problem that the external protocol cal"
"meysamhadeli/shop-golang-microservices","https://github.com/meysamhadeli/shop-golang-microservices","Go",515,"Practical microservices based on different software architecture and technologies like Golang, CQRS,"
"Agent-Field/agentfield","https://github.com/Agent-Field/agentfield","Go",477,"Kubernetes for AI Agents. Build and run AI like microservices - scalable, observable, and identity-a"
"dapr/go-sdk","https://github.com/dapr/go-sdk","Go",469,"Dapr SDK for go"
"go-kratos/kratos-layout","https://github.com/go-kratos/kratos-layout","Go",468,"A clean and production-ready project template for building Go microservices with Kratos."
"ml444/gkit","https://github.com/ml444/gkit","Go",443,"a microservice framework"
"hhftechnology/middleware-manager","https://github.com/hhftechnology/middleware-manager","Go",443,"A microservice that allows you to add custom middleware to Pangolin / Traefik resources."
"x-izumin/grapi","https://github.com/x-izumin/grapi","Go",429,"😮 A surprisingly easy API server and generator in gRPC and Go"
"slime-io/slime","https://github.com/slime-io/slime","Go",426,"An intelligent ServiceMesh manager based on Istio"
"tx7do/kratos-transport","https://github.com/tx7do/kratos-transport","Go",420,"kratos transport layer extension, support: rabbitmq,kafka,rocketmq,activemq,apollo,mcp,tcp,websocket"
"tx7do/go-wind-admin","https://github.com/tx7do/go-wind-admin","Go",409,"这是一个前后端分离的中台、后台，后端基于go、go-kratos、ent、gorm等，前端基于vue3、ts、Antdv、Vben开发。支持多租户、数据权限、动态Api、任务调度、OSS文件上传、滑块"
"Clever/microplane","https://github.com/Clever/microplane","Go",397,"A CLI tool to make git changes across many repos, especially useful with Microservices."
"CloudDetail/apo","https://github.com/CloudDetail/apo","Go",366,"APO is a comprehensive observability platform combining OpenTelemetry with eBPF. Leveraging LLM to e"
"CECTC/dbpack","https://github.com/CECTC/dbpack","Go",360,"A db proxy for distributed transaction, read write splitting and sharding! Support any language! It "
"tarmac-project/tarmac","https://github.com/tarmac-project/tarmac","Go",342,"Write as Functions, Deploy as a Monolith or Microservice with WebAssembly"
"powerman/go-monolith-example","https://github.com/powerman/go-monolith-example","Go",340,"Example Go monolith with embedded microservices and The Clean Architecture"
"songzhibin97/gkit","https://github.com/songzhibin97/gkit","Go",338,"A collection of basic usability component tools dedicated to providing micro-services and single ser"
"CyanAsterisk/FreeCar","https://github.com/CyanAsterisk/FreeCar","Go",287,"Time-sharing car rental system suite based on CloudWeGo series framework"
"YuminosukeSato/pyproc","https://github.com/YuminosukeSato/pyproc","Go",287,"Call Python from Go without CGO or microservices - Unix domain socket based IPC for ML inference and"
"go-micro/demo","https://github.com/go-micro/demo","Go",285,"A microservices demo using go-micro"
"UnderTreeTech/waterdrop","https://github.com/UnderTreeTech/waterdrop","Go",275,"💧Waterdrop is a high performance micro service framework. Waterdrop comes from (The Three Body Probl"
"edgelesssys/marblerun","https://github.com/edgelesssys/marblerun","Go",270,"MarbleRun is the control plane for confidential computing. Deploy, scale, and verify your confidenti"
"openfaas/of-watchdog","https://github.com/openfaas/of-watchdog","Go",267,"Reverse proxy for STDIO and HTTP microservices"
"codoworks/go-boilerplate","https://github.com/codoworks/go-boilerplate","Go",262,"Production-ready Go RESTful API boilerplate with Echo"
"anacrolix/confluence","https://github.com/anacrolix/confluence","Go",251,"Torrent client as a HTTP service"
"osgochina/dmicro","https://github.com/osgochina/dmicro","Go",240,"dmicro是一个高效、可扩展且简单易用的微服务框架。包含drpc,dserver等组件。"
"gobicycle/bicycle","https://github.com/gobicycle/bicycle","Go",220,"Microservice for accepting payments and making withdrawals in TON blockchain "
"go-chassis/go-archaius","https://github.com/go-chassis/go-archaius","Go",218,"a dynamic configuration framework used in distributed system"
"enricofoltran/hello-auth-grpc","https://github.com/enricofoltran/hello-auth-grpc","Go",212,"grpc microservices with mutual TLS and token authentication in Go"
"zeromicro/zero-contrib","https://github.com/zeromicro/zero-contrib","Go",210,"A collection of extensions and tools for go-zero."
"apache/dubbo-kubernetes","https://github.com/apache/dubbo-kubernetes","Go",196,"Dubbo Service Mesh for Kubernetes."
"go-kod/kod","https://github.com/go-kod/kod","Go",196,"A generics based dependency injection application framework for Go, supporting aspect oriented progr"
"openorch/openorch","https://github.com/openorch/openorch","Go",193,"THIS PROJECT HAS MOVED TO https://github.com/1backend/1backend. Build AI products faster. A language"
"meshery/meshkit","https://github.com/meshery/meshkit","Go",188,"Common microservices framework for Meshery components"
"pace/bricks","https://github.com/pace/bricks","Go",177,"A standard library for microservices."
"erda-project/erda-infra","https://github.com/erda-project/erda-infra","Go",171,"Erda Infra is a lightweight microservices framework implements by golang, which offers many useful m"
"microbus-io/fabric","https://github.com/microbus-io/fabric","Go",169,"Microbus is a holistic open source framework for the development, testing, deployment & operation of"
